source,source_id,pmid,doi,title,year,journal,abstract,url,record_type,pmcid,trial_status,dedup_key,expanded_screen_decision,expanded_screen_reason,setting_code_expanded,component_code_expanded,intervention_node_expanded,already_in_high_confidence_queue
PubMed_existing,31894414,31894414.0,10.1007/s00421-019-04293-5,"Effects of exercise and whey protein on muscle mass, fat mass, myoelectrical muscle fatigue and health-related quality of life in older adults: a secondary analysis of the Liverpool Hope University-Sarcopenia Ageing Trial (LHU-SAT).",2020.0,European journal of applied physiology,"To investigate the effects of exercise in combination with, or without, a leucine-enriched whey protein supplement on muscle mass, fat mass, myoelectrical muscle fatigue and health-related quality of life (HR-QOL) in older adults. 100 community-dwelling older adults [52% women, age: 69 ± 6 years (mean ± SD)] were randomised to four [Control (C); Exercise (E); Exercise + Protein (EP); Protein (P)] independent groups. E and EP groups completed 16 weeks of exercise [resistance (2 times/week) and functional (1 time/week]. EP and P groups were also administered a leucine-enriched whey protein supplement (3 times/day) based on body weight (1.5 g/kg/day). Muscle and fat mass (bioelectrical impedance analysis), myoelectrical muscle fatigue (surface electromyography) and HR-QOL (WHOQOL-BREF) were measured pre- and post-intervention. At post-intervention, the rectus femoris (E: - 4.8%/min, p = 0.007, ES = 0.86; EP: - 3.3%/min, p = 0.045, ES = 0.58) and bicep femoris (E: - 3.9%/min, p < 0.001, ES = 1.46; EP: - 4.3%/min, p < 0.001, ES = 1.58) muscles became more resistant to fatigue in the E and EP groups, respectively (p < 0.05 versus C). HR-QOL improved in the E group only. Muscle and fat mass did not change (p > 0.05). Physical exercise is a potent method to improve myoelectrical muscle fatigue and HR-QOL in older adults. However, leucine-enriched whey protein did not augment this response in those already consuming sufficient quantities of protein at trial enrolment.",https://pubmed.ncbi.nlm.nih.gov/31894414/,journal_record,,,doi:10.1007/s00421-019-04293-5,fulltext_candidate,Expanded-search frailty intervention RCT candidate,community,resistance;nutrition,exercise_plus_nutrition,no
Crossref,10.1007/s00421-026-06269-8,,10.1007/s00421-026-06269-8,"Immediate effects of stretching and eccentric exercise on flexibility, stiffness, and strength in older adults with hamstring tightness and possible sarcopenia: a randomized controlled trial",2026.0,European Journal of Applied Physiology,,https://doi.org/10.1007/s00421-026-06269-8,journal-article,,,doi:10.1007/s00421-026-06269-8,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,unclear,unclear,no
PubMed_existing,18437461,18437461.0,10.1007/s00455-008-9158-z,Does an exercise aimed at improving swallow function have an effect on vocal function in the healthy elderly?,2008.0,Dysphagia,"Age-related sarcopenia or muscle wasting contributes to changes in the ability to perform activities of daily living, changes in deglutition, and changes in vocal function. The Shaker Exercise, an isometric and isokinetic exercise, has been shown to strengthen suprahyoid muscles and increase deglutitive anteroposterior (AP) upper esophageal sphincter (UES) opening diameter. The aim of this study was to determine if this exercise has an effect on the age-related changes in vocal function and deglutition in healthy older adults. Eleven females and 10 males, aged 65-78 years (mean = 70 +/- 4 years) and with a negative history for dysphagia and voice disorders, participated by exercising three times per day for 6 weeks. Five age-matched controls did not perform the exercise. Acoustic analysis of voice and biomechanical analysis of deglutition were performed before and after 6 weeks of exercise. Controls participated in voice analysis only. Dysphonia Severity Index (DSI), a multivariate voice index, was used to compare voice production initially and after 6 weeks. Deglutitive biomechanical measures increased and DSI scores improved in 10 of 21 participants following 6 weeks of the exercise. DSI for controls did not change over the 6-week period. Ten of 21 exercise participants experienced improved deglutitive biomechanics and DSI scores. Accuracy of exercise performance, compliance, and/or disclosed alterations in health status may contribute to the lack of deglutitive and DSI change in the participants who did not experience change in function. A large randomized control study, including periodic monitoring of health status, exercise performance accuracy, and compliance, is warranted to evaluate the affect of this exercise on deglutition as well as voice. The Shaker Exercise could be recommended as a preventative measure to diminish the effect of sarcopenia on the muscles used in deglutition and voice and alter the progression of the characteristic senescent voice and swallow changes.",https://pubmed.ncbi.nlm.nih.gov/18437461/,journal_record,,,doi:10.1007/s00455-008-9158-z,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,unclear,unclear,no
PubMed_existing,30094663,30094663.0,10.1007/s00508-018-1372-6,Changes in health parameters in older lay volunteers who delivered a lifestyle-based program to frail older people at home.,2018.0,Wiener klinische Wochenschrift,"To measure health effects in lay volunteers who made home visits consisting of social interaction, nutritional and physical exercise interventions to pre-frail and frail older people (trial registration ClinicalTrials.gov, NCT01991639). After baseline, participants were followed-up at 12 (V1) and 24 (V2) weeks. A one-repetition maximum (1-RPM) and handgrip were measured with the Concept2®DYNO and a dynamometer. The Physical Activity Scale for the Elderly was used to assess physical activity, and Food Frequency Questionnaire and the Mediterranean Diet Adherence Screener for nutrition. Additionally, quality of life (QoL) was measured with the World Health Organization (WHO) quality of life brief questionnaire and anthropometric measurements were performed using bioelectrical impedance analysis. Handgrip values significantly increased from 32.14 ± 7.94 kg to 33.69 ± 6.72 kg at V1 and 34.36 ± 6.96 kg at V2. The 1‑RPM on the leg press showed a significant increase from 72.47 ± 25.37 kg to 78.12 ± 23.77 kg and 80.85 ± 27.99 kg, respectively. We observed a significant decrease of protein intake from 0.38 ± 0.26 g/kgBW/day to 0.32 ± 0.19 g/kgBW/day and 0.26 ± 0.16 g/kgBW/day, respectively. There were no changes in physical activity, QoL and anthropometric measurements. The findings indicate that projects involving aging healthy volunteers may have additional limited health benefits.",https://pubmed.ncbi.nlm.nih.gov/30094663/,journal_record,,,doi:10.1007/s00508-018-1372-6,fulltext_candidate,Expanded-search frailty intervention RCT candidate,home,resistance;nutrition,exercise_plus_nutrition,no
PubMed_existing,38261106,38261106.0,10.1007/s00784-024-05507-7,Gingival bleeding as a predictor of handgrip strength-an observational study and a pilot randomized clinical trial.,2024.0,Clinical oral investigations,"The aim of this study was to (i) assess the association between self-reported periodontal disease and gingival bleeding as predictors of handgrip strength (HGS) in the elderly and (ii) evaluate the impact of baseline periodontal clinical parameters on the improvement of HGS in trained or non-trained treated periodontitis patients. For (i), cross-sectional data from the Brazilian Longitudinal Study of Aging were retrieved and association between HGS (dependent variable) and self-reported gingival bleeding, periodontal disease, and missing teeth was analyzed using multiple linear regressions. For (ii), a pilot study was conducted with 17 patients randomly allocated to two groups-physical training or non-training-and followed for 45 days after subgingival instrumentation. Clinical parameters and HGS were recorded before and after treatment. The observational study showed a significant association between HGS and tooth loss, edentulism and gingival bleeding. The clinical trial showed that baseline bleeding on probing, but not other parameters, was associated with delta HGS. Taken together, our findings suggest that gingival bleeding could act as a predictor of handgrip strength and its improvement after non-surgical periodontal therapy. Gingival bleeding, either as self-perceived or clinically detected, may impact handgrip strength, an important marker of muscle frailty and mortality.",https://pubmed.ncbi.nlm.nih.gov/38261106/,journal_record,,,doi:10.1007/s00784-024-05507-7,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,resistance,exercise_only,no
PubMed_existing,19920862,19920862.0,10.1007/s10433-009-0131-y,Promotion of self-management in vulnerable older people: a narrative literature review of outcomes of the Chronic Disease Self-Management Program (CDSMP).,2009.0,European journal of ageing,"With ageing, older people can become frail, and this has been shown to be associated with a decrease in well-being. Observational studies provide evidence of a positive effect of coping resources on well-being. The question is: can coping resources be improved in vulnerable older people? The Chronic Disease Self-Management Program (CDSMP) is a target group-specific intervention which aims to promote the self-management of older people who are confronted with deteriorating health. The aim of this study was to review intervention studies focusing on the CDSMP and to draw conclusions on the benefits of the program. A systematic search was conducted in PubMed and PsychINFO to identify randomized controlled trials (RCTs) focusing on the CDSMP. Nine RCTs focusing on relatively young older adults, 75% of whom with an average age between 49 and 65 years, were included. We found that the CDSMP was consistently beneficial for Health behaviour, especially with regard to the variables of exercise and self-care. For Health status, the majority of studies only showed improvement in the domain of health distress. Most of the studies that investigated Self-efficacy showed convincing improvement in self-efficacy, cognitive symptom management and mental stress management. In Health care utilization, there was no significant decrease. On the whole, the studies showed that CDSMP led to an increase in physical exercise, a decrease in health distress, an improvement in self-care, and it had a beneficial effect on self-efficacy.",https://pubmed.ncbi.nlm.nih.gov/19920862/,journal_record,,,doi:10.1007/s10433-009-0131-y,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,unclear,unclear,no
PubMed_existing,28804282,28804282.0,10.1007/s10433-012-0251-7,Development of a home visitation programme for the early detection of health problems in potentially frail community-dwelling older people by general practices.,2013.0,European journal of ageing,"The integration within existing health care systems of preventive initiatives to maintain independent living among older people is increasingly emphasized. This article describes the development and refinement of the [G]OLD home visitation programme: an eight-step programme, including a comprehensive geriatric assessment, for the early detection of health and well-being problems among older people (≥75 years) by general practices. A single group post-test study using a mixed model design is performed to evaluate (a) the feasibility of the home visitation programme in general practice, (b) the practical usefulness of the geriatric assessment instrument, and (c) programme implementation with respect to reinventions introduced by general practitioners (GPs) and practice nurses (PNs). Within 3 months time, 22 PNs of 18 participating general practices visited 240 community-dwelling older people (mean age = 82.0 years; SD 4.2) who had not been in contact with their general practice for more than 6 months. Mean time investment of the programme per older person was 118.1 min (SD 27.0) for GPs and PNs combined. Evaluation meetings revealed that GPs and PNs considered the home visitation programme to be feasible in daily practice. They judged the geriatric assessment to be useful, although minor adjustments are needed (e.g., lay-out, substitution of tests). PNs often failed to register follow-up actions for detected problems in a care and treatment plan. Future training for PNs should address this issue. No reinventions were introduced that threatened fidelity of implementation. The findings are used to improve the home visitation programme before its evaluation in a large-scale controlled trial.",https://pubmed.ncbi.nlm.nih.gov/28804282/,journal_record,,,doi:10.1007/s10433-012-0251-7,fulltext_candidate,Expanded-search frailty intervention RCT candidate,community,multidomain,multidomain,no
Europe_PMC,41144111,41144111.0,10.1007/s10654-025-01282-1,The effect of long-term adherence to physical activity recommendations in midlife on plasma proteins associated with frailty in the Atherosclerosis Risk in Communities (ARIC) study.,2026.0,,"Clinical trials have shown favorable effects of exercise on frailty, supporting physical activity (PA) as a treatment and prevention strategy. Proteomics studies suggest that PA alters levels of many proteins, some of which may function as molecules in the biological processes underlying frailty. However, these studies have focused on structured exercise programs or cross-sectional PA-protein associations. Therefore, the effects of long-term PA on frailty-associated proteins remain unknown. Among 14,898 middle-aged adults, we emulated a target trial that assigned individuals to either (i) achieve and maintain the recommended PA level (≥ 150 min/week of moderate-to-vigorous physical activity [MVPA]) through 6 (± 0.3) years of follow-up or (ii) follow a ""natural course"" strategy, where all individuals engage in various amounts of habitual MVPA. We estimated the effects of long-term adherence to recommended MVPA versus the natural course strategy on 45 previously identified frailty-associated proteins at the end of the follow-up using inverse probability of weighting (IPW) and iterative conditional expectations (ICE). We found that long-term adherence to recommended MVPA improved the population levels of many frailty-associated proteins (ranged from 0.04 to 0.11 standard deviation); the greatest benefits were seen in proteins involved in the nervous system (e.g., voltage-dependent calcium channel subunit alpha-2/delta-3 [CACNA2D3], contactin-1 [CNTN1], neural cell adhesion molecule 1 [NCAM1], and transmembrane protein 132D [TMEM132D]) and inflammation (e.g., high-temperature requirement serine protease A1 [HTRA1] and C-reactive protein [CRP]). Our findings suggest improved nervous system and reduced inflammation as the biological basis of long-term engagement in adequate PA as an intervention strategy for frailty.",https://europepmc.org/article/MED/41144111,,PMC12881102,,doi:10.1007/s10654-025-01282-1,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,multicomponent_exercise;nutrition,exercise_plus_nutrition,no
PubMed_existing,17952697,17952697.0,10.1007/s11136-007-9269-2,The water exercise improves health-related quality of life of frail elderly people at day service facility.,2007.0,"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation","The purpose of this study was to investigate the effects of water exercise at a day service facility and the effects of water exercise frequency on health-related quality of life (HRQL). Participants (n = 30) were randomly separated into three groups: two indicating exercise frequency, at once-weekly or twice-weekly, and a control group. One-hour exercise intervention sessions were carried out once or twice a week, accordingly, for 24 weeks. The water exercise session comprised a warm-up on land, activities of daily living (ADL) exercises, stretching, strength training, and relaxation in water. HRQL was evaluated using the Medical Outcomes Survey Short-Form 36 (SF-36) questionnaire, and ADL disability was assessed using the Functional Independence Measure. Significant differences were found between pre- and 6 months in both the once- and twice-weekly groups in HRQL (p < 0.05). No significant difference was found among pre-, 3 months, and 6 months. The effect size between the once and twice groups was moderate in both the physical component summary (0.72) and mental component summary (0.75) at 3 months. ADL disability shows significant correlation with HRQL. Water exercise intervention at a day service facility improved participants' HRQL for 6 months by improving exercise habits and ADL disability. Furthermore, the HRQL change differed according to exercise frequency: twice-weekly exercise showed more rapid improvement than once-weekly.",https://pubmed.ncbi.nlm.nih.gov/17952697/,journal_record,,,doi:10.1007/s11136-007-9269-2,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,resistance,exercise_only,no
PubMed_existing,33609277,33609277.0,10.1007/s11255-021-02799-6,"Effects of pre-dialysis resistance training on sarcopenia, inflammatory profile, and anemia biomarkers in older community-dwelling patients with chronic kidney disease: a randomized controlled trial.",2021.0,International urology and nephrology,"Sarcopenia and chronic kidney disease (CKD) have been associated with negative outcomes in older people, including inflammatory profile and anemia biomarkers. To investigate the effects of pre-dialysis resistance training (RT) on sarcopenia, inflammatory profile, and anemia biomarkers in older patients with CKD. A total of 107 patients with CKD (65.4 ± 3.7 years) were randomly allocated into four groups: sarcopenic RT (n = 37), non-sarcopenic RT (n = 20), sarcopenic control (n = 28), and non-sarcopenic control (n = 22). DXA and handgrip strength were used to classify sarcopenia according to EWGSOP-2. Treatment groups underwent a 24-week intervention with RT before each dialysis session, three times per week. Blood sample analysis for ferritin, hepcidin, iron availability, and inflammatory profile (TNFα, IL-6, and IL-10) was conducted. All-cause mortality was recorded over 5 years. Sarcopenic RT group increased iron availability after the intervention, while their counterparts decreased. Ferritin and hepcidin significantly decreased in sarcopenic RT group. RT elicited a reduction in both TNFα and IL-6, while increasing IL-10 in both intervention groups. The rate of sarcopenic subjects substantially decreased after the intervention period (from 37 to 17 in the RT group; p = 0.01). The proportion of deaths was higher (P = 0.033) for sarcopenic subjects (Controls 35.7% vs RT 29.7%) when compared to non-sarcopenic subjects (Controls 18% vs RT 10%). The proportion of deaths decreased according to the randomization group (X2 = 8.704; P < 0.1). The 24-week RT intervention elicited a better sarcopenia status, better inflammatory profile, and improved anemia biomarkers. Sarcopenia was associated with higher mortality rate in older patients with CKD.",https://pubmed.ncbi.nlm.nih.gov/33609277/,journal_record,,,doi:10.1007/s11255-021-02799-6,fulltext_candidate,Expanded-search frailty intervention RCT candidate,community,resistance,exercise_only,no
PubMed_existing,35524833,35524833.0,10.1007/s11255-022-03205-5,Effect of intradialytic exercise on geriatric issues in older patients undergoing hemodialysis: a single-center non-randomized controlled study.,2022.0,International urology and nephrology,"This study investigated the effect of 1 year of intradialytic exercise on older hemodialysis patients with geriatric issues. Forty-six patients aged ≥ 70 years were non-randomly assigned to two groups (exercise group: 27, control group: 19). Intradialytic exercise consisted of 30 min of aerobic exercise using a cycle ergometer, and resistance training comprising four exercises using an elastic tube three times per week for 1 year. Handgrip strength, leg extremity muscle strength, 10-m walk speed, short physical performance battery, serum albumin, Geriatric Nutritional Risk Index (GNRI), geriatric depression scale, frailty, and mobility were each assessed before and after the intervention. The control group exhibited a significant reduction in handgrip strength, 10-m walking speed, serum albumin, and GNRI after intervention compared to baseline (p < 0.05). Conversely, no significant reductions were observed in the exercise group. The ΔGNRI (effect size, 0.69; 95% confidence interval [CI] - 5.21, - 0.1; p < 0.05) and Δserum albumin (effect size, 0.72; 95% CI - 0.31, - 0.02; p < 0.05) before and after the intervention declined significantly less in the exercise group than in the control group. Other between-group values were not significantly different. The number of frail patients and patients requiring walking assistance exhibited no significant intra-group or between-group differences before and after the intervention. Intradialytic exercise prevented the worsening of nutritional status and physical function in the exercise group compared to the control group. Exercise therapy during dialysis is an important aspect of patient care that helps prevent functional decline in older patients.",https://pubmed.ncbi.nlm.nih.gov/35524833/,journal_record,,,doi:10.1007/s11255-022-03205-5,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,resistance;aerobic_walking;nutrition,exercise_plus_nutrition,no
Europe_PMC,40381110,40381110.0,10.1007/s11255-025-04560-9,Anti-sarcopenic effect of leucine-enriched branched-chain amino acid supplementation among elderly chronic kidney disease patients: a double-blinded randomized controlled trial.,2025.0,,"<h4>Background</h4>Leucine, a branched-chain amino acid (BCAA), is an effective nutritional strategy to enhance skeletal muscle mass in aging populations. This study aimed to evaluate the effects of oral leucine-enriched BCAA supplementation on muscle mass, muscle synthesis biomarkers, and physical performance in elderly patients with chronic kidney disease (CKD).<h4>Methods</h4>A randomized controlled trial was conducted among CKD patients aged over 65 years. The participants were randomly assigned to receive either oral mixed BCAA supplementation (60% leucine, 4.5 g/day; 20% valine, 1.5 g/day; 20% isoleucine, 1.5 g/day) (N = 29) or a placebo (N = 26) for 12 weeks. Muscle mass, serum insulin-like growth factor 1 (IGF-1), and myostatin levels were measured at baseline and after 12 weeks. A 3-day food record was reviewed by a dietitian, and functional capacity was assessed using handgrip and 6-min walk tests.<h4>Results</h4>Fifty-five patients (mean age 75.4 ± 5.2 years) were enrolled. Daily protein and calorie intake were comparable between groups. At study conclusion, lean muscle mass significantly increased in the leucine group compared to placebo (0.4 kg [95% CI 0.1-0.7] vs. - 0.2 kg [95% CI - 0.6-0.2], P = 0.010). A significant difference in the percentage change in muscle mass was also observed (1.0 ± 1.8% vs. - 0.5 ± 2.6%, P = 0.014). No significant differences were found in muscle strength, serum myostatin, IGF-1, or adverse events.<h4>Conclusions</h4>Leucine-enriched BCAA supplementation for 12 weeks significantly increased muscle mass but did not impact biomarkers of muscle activity or functional capacity in elderly CKD patients.<h4>Clinical trial registration</h4>TCTR20200314003.",https://europepmc.org/article/MED/40381110,,,,doi:10.1007/s11255-025-04560-9,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,resistance;nutrition,exercise_plus_nutrition,no
PubMed_existing,33449309,33449309.0,10.1007/s11357-020-00316-8,Effects of 16 months of high intensity resistance training on thigh muscle fat infiltration in elderly men with osteosarcopenia.,2021.0,GeroScience,"Osteosarcopenia is characterized by a progressive decline in muscle function and bone strength and associated with muscle fat accumulation. This study aimed to determine the effect of long-term high intensity resistance training (HIRT) on thigh muscle fat infiltration in older men with osteosarcopenia. Forty-three community-dwelling men (72 years and older) were randomly assigned to either an exercise group (EG, n = 21) or an inactive control group (CG, n = 22). EG participants performed a supervised single-set exercise training with high effort two times per week. Participants of both groups were individually provided with dietary protein to reach a cumulative intake of 1.5-1.6 g/kg/day or 1.2-1.3 g/kg/day (EG/CG), respectively, and Up to 10,000 IE/week of Vitamin-D were supplemented in participants with 25 OH Vitamin-D 3 levels below 100 nmol/l. Magnetic resonance (MR) imaging was performed to determine muscle and adipose tissue volume and fat fraction of the thigh. At baseline, there were no significant differences between the two groups. After 16 month,, there were significant training effects of 15% (p = 0.004) on intermuscular adipose tissue (IMAT) volume, which increased in the CG (p = 0.012) and was stable in the EG. In parallel, fat fraction within the deep fascia of the thigh (Baseline, EG: 18.2 vs CG: 15.5, p = 0.16) significantly differed between the groups (Changes, EG: 0.77% vs. CG: 7.7%, p = 0.009). The study confirms the role of fat infiltration of the muscles as an advanced imaging marker in osteosarcopenia and the favorable effects of HIRT on adipose tissue volume of the thigh, in men with osteosarcopenia.",https://pubmed.ncbi.nlm.nih.gov/33449309/,journal_record,,,doi:10.1007/s11357-020-00316-8,fulltext_candidate,Expanded-search frailty intervention RCT candidate,community,resistance;nutrition,exercise_plus_nutrition,no
PubMed_existing,34562202,34562202.0,10.1007/s11357-021-00463-6,Six weeks of high-intensity interval training enhances contractile activity induced vascular reactivity and skeletal muscle perfusion in older adults.,2021.0,GeroScience,"Impairments in muscle microvascular function are associated with the pathogenesis of sarcopenia and cardiovascular disease. High-intensity interval training (HIIT) is an intervention by which a myriad of beneficial skeletal muscle/cardiovascular adaptations have been reported across age, including capillarisation and improved endothelial function. Herein, we hypothesised that HIIT would enhance muscle microvascular blood flow and vascular reactivity to acute contractile activity in older adults, reflecting HIIT-induced vascular remodelling. In a randomised controlled-trial, twenty-five healthy older adults aged 65-85 years (mean BMI 27.0) were randomised to 6-week HIIT or a no-intervention control period of an equal duration. Measures of microvascular responses to a single bout of muscle contractions (i.e. knee extensions) were made in the m. vastus lateralis using contrast-enhanced ultrasound during a continuous intravenous infusion of Sonovue™ contrast agent, before and after the intervention period, with concomitant assessments of cardiorespiratory fitness and resting blood pressure. HIIT led to improvements in anaerobic threshold (13.2 ± 3.4 vs. 15.3 ± 3.8 ml/kg/min, P < 0.001), dynamic exercise capacity (145 ± 60 vs. 159 ± 59 W, P < 0.001) and resting (systolic) blood pressure (142 ± 15 vs. 133 ± 11 mmHg, P < 0.01). Notably, HIIT elicited significant increases in microvascular blood flow responses to acute contractile activity (1.8 ± 0.63 vs. 2.3 ± 0.8 (arbitrary contrast units (AU), P < 0.01)), with no change in any of these parameters observed in the control group. Six weeks HIIT improves skeletal muscle microvascular responsiveness to acute contractile activity in the form of active hyperaemia-induced by a single bout of resistance exercise. These findings likely reflect reports of enhanced large vessel distensibility, improved endothelial function, and muscle capillarisation following HIIT. Moreover, our findings illustrate that HIIT may be effective in mitigating deleterious alterations in muscle microvascular mediated aspects of sarcopenia.",https://pubmed.ncbi.nlm.nih.gov/34562202/,journal_record,,,doi:10.1007/s11357-021-00463-6,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,resistance;aerobic_walking,exercise_only,no
PubMed_existing,35380356,35380356.0,10.1007/s11357-022-00553-z,"Impact of medium-chain triglycerides on gait performance and brain metabolic network in healthy older adults: a double-blind, randomized controlled study.",2022.0,GeroScience,"Nutritional supplementation with medium-chain triglycerides (MCTs) has the potential to increase memory function in elderly patients with frailty and dementia. Our aim was to investigate the effects of MCT on cognitive and gait functions and their relationships with focal brain metabolism and functional connectivity even in healthy older adults. Participants were blindly randomized and allocated to two groups: 18 g/day of MCT oil and matching placebo formula (control) administered as a jelly stick (6 g/pack, ingested three times a day). Gait analysis during the 6-m walk test, cognition, brain focal glucose metabolism quantified by 18F-fluorodeocyglucose positron emission tomography, and magnetic resonance imaging-based functional connectivity were assessed before and after a 3-month intervention. Sixty-three healthy, normal adults (females and males) were included. Compared with the control group, the MCT group showed better balance ability, as represented by the lower Lissajous index (23.1 ± 14.4 vs. 31.3 ± 18.9; P < 0.01), although no time × group interaction was observed in cognitive and other gait parameters. Moreover, MCT led to suppressed glucose metabolism in the right sensorimotor cortex compared with the control (P < 0.001), which was related to improved balance (r = 0.37; P = 0.04) along with increased functional connectivity from the ipsilateral cerebellar hemisphere. In conclusion, a 3-month MCT supplementation improves walking balance by suppressing glucose metabolism, which suggests the involvement of the cerebro-cerebellar network. This may reflect, at least in part, the inverse reaction of the ketogenic switch as a beneficial effect of long-term MCT dietary treatment.",https://pubmed.ncbi.nlm.nih.gov/35380356/,journal_record,,,doi:10.1007/s11357-022-00553-z,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,balance;aerobic_walking;nutrition,exercise_plus_nutrition,no
PubMed_existing,36266559,36266559.0,10.1007/s11357-022-00674-5,Pre-frail older adults show improved cognition with StayFitLonger computerized home-based training: a randomized controlled trial.,2023.0,GeroScience,"Multidomain interventions have shown tremendous potential for improving cognition in older adults. It is unclear if multidomain interventions can be delivered remotely and whether remote intervention is beneficial for older adults who are vulnerable or at risk of cognitive decline. In a 26-week multi-site, home-based, double-blind, randomized controlled trial, 120 cognitively healthy older adults (75 robust, 45 pre-frail; age range = 60-94) recruited from Switzerland, Canada, and Belgium were randomized to receive either the StayFitLonger (SFL) computerized multidomain training program or an active control intervention. Delivered on tablets, the SFL intervention combined adapted physical exercises (strength, balance, and mobility), cognitive training (divided attention, problem solving, and memory), opportunities for social and contributive interactions, and psychoeducation. The active control intervention provided basic mobilization exercises and access to video games. Cognitive outcomes were global cognition (Z-scores of attention, verbal fluency, and episodic memory for nondemented older adults; ZAVEN), memory, executive function, and processing speed. Linear mixed model analyses indicated improved performance on the ZAVEN global cognition score in the SFL group but not in the active control group. Stratified analyses by frailty status revealed improved ZAVEN global cognition and processing speed scores following SFL in the pre-frail group but not in the robust group. Overall, the study indicates that a computerized program providing a multidomain intervention at home can improve cognition in older adults. Importantly, pre-frail individuals, who are at higher risk of cognitive decline, seem to benefit more from the intervention. Trial registration: ClinicalTrials.gov, NCT037519 Registered on January 22, 2020-Retrospectively registered, https://clinicaltrials.gov/ct2/show/NCT04237519 .",https://pubmed.ncbi.nlm.nih.gov/36266559/,journal_record,,,doi:10.1007/s11357-022-00674-5,fulltext_candidate,Expanded-search frailty intervention RCT candidate,home,balance;multidomain;digital_home,multidomain,no
PubMed_existing,37458935,37458935.0,10.1007/s11357-023-00868-5,Correction to: Pre-frail older adults show improved cognition with StayFitLonger computerized home-based training: a randomized controlled trial.,2023.0,GeroScience,,https://pubmed.ncbi.nlm.nih.gov/37458935/,journal_record,,,doi:10.1007/s11357-023-00868-5,fulltext_candidate,Expanded-search frailty intervention RCT candidate,home,digital_home,digital_home_unclear_intervention,no
Europe_PMC,40439971,40439971.0,10.1007/s11357-025-01715-5,"A tongue resistance training program improves strength, endurance, and swallowing in frail older adults with mild cognitive impairment: a double-blind randomized controlled trial.",2026.0,,"<h4>Background</h4>Age-associated decline in swallowing and tongue function is associated with mild cognitive impairment (MCI) and frailty. However, evidence regarding effectiveness of tongue resistance exercises in frail older adults with MCI is limited with methodological variations and lack of follow-up.<h4>Objective</h4>To determine the effectiveness of a tongue resistance training program (TRTP) in improving tongue strength (anterior tongue strength [ATS] and posterior tongue strength [PTS]), tongue endurance (anterior tongue endurance [ATE] and posterior tongue endurance [PTE]), and swallowing pressure (saliva swallowing pressure [SSP] and effortful swallowing pressure [ESP]) in frail older adults with MCI.<h4>Methods</h4>A prospective, double-blind, randomized controlled trial design. Participants were randomly assigned to TRTP (n = 23) or cheek-bulging exercises (n = 23). Generalized estimating equation model involving intention-to-treat approach was used for data analysis.<h4>Results</h4>A total of 46 frail older adults with MCI were recruited (women: 80.0%; mean age: 75.7 ± 6.7 years). TRTP significantly improved ATS (β = 6.4; p = 0.016, 95%CI = 1.2-11.5), SSP (β = 12.5; p < 0.001, 95%CI = 9.2-15.9), and ESP (β = 14.2; p < 0.001, 95%CI = 9.3-19.0) at immediate posttest. However, no significant improvements were observed for PTS (β = 4.0; p = 0.231, 95%CI = - 2.6-10.6), ATE (β = - 4.5; p = 0.173, 95%CI = - 10.9-2.0), and PTE (β = 2.4; p = 0.489, 95%CI = - 4.5-9.4). At 12-week follow-up, sustained improvements were observed for SSP (β = 6.1; p < 0.001, 95%CI = 2.6-9.7) and ESP (β = 7.9; p < 0.001, 95%CI = 3.9-11.9). No significant short-term effects on ATS, PTS, ATE, and PTE (p > 0.05).<h4>Conclusion</h4>TRTP effectively improved ATS, SSP, and ESP in frail older adults with MCI. Future research should integrate progressive resistance exercises sustained isometric and isokinetic exercises, and task-specific training. Trial Registration Clincialtrials.gov: NCT06766487(2024.12.02).",https://europepmc.org/article/MED/40439971,,PMC12972443,,doi:10.1007/s11357-025-01715-5,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,resistance;aerobic_walking;digital_home,exercise_only,no
