source,source_id,pmid,doi,title,year,journal,abstract,url,record_type,pmcid,trial_status,dedup_key,expanded_screen_decision,expanded_screen_reason,setting_code_expanded,component_code_expanded,intervention_node_expanded,already_in_high_confidence_queue
Europe_PMC,39913030,39913030.0,10.1007/s40520-025-02935-7,Effects of 12-month physical and cognitive training on sarcopenia determinants in older adults: a subgroup analysis of a randomised clinical trial.,2025.0,,"<h4>Background</h4>Low physical activity is a major risk for sarcopenia. Whether training according to physical activity guidelines accompanied with cognitive training is effective on sarcopenia, remains unclear.<h4>Aims</h4>We investigated whether the effects of 12-month physical and cognitive training (PTCT) and physical training (PT) on grip and knee extension strength, muscle mass, and walking speed differed between older adults with and without sarcopenia.<h4>Methods</h4>Community-dwelling older adults (N = 314, mean age 74.5 ± 3.8 years, 60% women) who did not meet physical activity guidelines were randomized to PTCT and PT groups. PT for both groups included supervised and home-based multicomponent physical training. Cognitive training (CT) included computer-based exercises for executive functioning. Sarcopenia was determined according to the European Working Group on Sarcopenia in Older People 2019 criteria. Generalized estimation equation analysis were conducted.<h4>Results</h4>Compared to PT, PTCT had no additive effect on strength, muscle mass, or walking speed in participants with or without sarcopenia. In pooled data (PT + PTCT) change in the grip strength was greater in sarcopenia (n = 49) group compared to non-sarcopenia (n = 264) group (interaction, p =.014). Both groups improved knee extension strength, and walking speed, but no statistically significant difference between the groups were observed. Muscle mass did not change in either group.<h4>Conclusion</h4>Physical training according to physical activity recommendations improves muscle strength, walking speed, and maintains muscle mass in sarcopenia. Additional cognitive training had no benefits on these outcomes.<h4>Trial registration number</h4>ISRCTN52388040 and date of registration 20/1/2017.",https://europepmc.org/article/MED/39913030,,PMC11802700,,doi:10.1007/s40520-025-02935-7,fulltext_candidate,Expanded-search frailty intervention RCT candidate,community,resistance;aerobic_walking;digital_home,exercise_only,no
Europe_PMC,40192885,40192885.0,10.1007/s40520-025-03011-w,Effects of a multicomponent training and a detraining period on cognitive and functional performance of older adults at risk of frailty.,2025.0,,"<h4>Aims</h4>This study analyzes the effects of a 6-month multicomponent exercise program (MCT) followed by a 4-month detraining period on functional and cognitive status in pre-frail and frail older adults.<h4>Methods</h4>A total of 108 pre-frail and frail adults aged 65 and older participated in the study. They were assigned by convenience to either a control group (CG) or an intervention group (IG). The IG underwent a 6-month MCT followed by a 4-month detraining period. Assessments included a DT test, the Timed Up and Go (TUG) test, the Mini-Mental State Examination (MMSE), and evaluations of basic and instrumental activities of daily living. Data were analyzed using repeated-measures ANOVA.<h4>Results</h4>Significant group-by-time interactions were observed for the DT test (p < 0.05). The IG showed improved DT performance after the 6-month MCT (4.0, 95% CI: 2.2 to 5.7 s), followed by a decline after the detraining period (-1.1, 95% CI: -2.1 to -0.2 s). However, performance after detraining remained higher than at baseline (2.9, 95% CI: 1.0 to 4.6 s, p < 0.05). No statistically significant changes were observed in the CG. Additionally, no significant effects were found for MMSE scores or daily activity questionnaires.<h4>Conclusion</h4>MCT had beneficial effects on functional and cognitive performance in older adults, as assessed by the DT test. However, improvements in DT performance did not translate into better daily life activities. Although the 4-month detraining period negatively impacted DT performance, the results remained superior to baseline levels.<h4>Trial registration number</h4>NCT03831841 and date of registration: 5th of November 2018.",https://europepmc.org/article/MED/40192885,,PMC11976811,,doi:10.1007/s40520-025-03011-w,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,multicomponent_exercise,multicomponent_exercise,no
PubMed_existing,40632325,40632325.0,10.1007/s40520-025-03024-5,Machine learning-based online web calculator predicts the risk of sarcopenic obesity in older adults.,2025.0,Aging clinical and experimental research,"Sarcopenic obesity (SO) has a higher risk of adverse health events compared to having obesity or sarcopenia alone due to the dual burden of both muscle loss and fat gain. The prevalence of SO is progressively increasing as the population ages and the obesity epidemic progresses. Currently, there are no tools for predicting the risk of SO, and this study aimed to construct a well-performing prediction tool based on machine learning. The National Health and Nutritional Examination Surveys (NHANES) 1999-2004 dataset was used for the analysis, and the included data were randomly divided into training and validation sets in the ratio of 70:30. Missing data is processed using multiple interpolation technique. A 5-fold cross-validated recursive feature elimination algorithm is used to rank the importance of features, and the top three important features from each algorithm are used as the features of the model for constructing the machine learning model. Six machine learning methods, CART, GBM, KNN, LR, NNet, XGBoost, were used to develop models and evaluated for discrimination, calibration, clinical utility, and robustness. The combined best-performing model was further developed into an online web calculator for clinical applications. The study had 5607 participants, and 1139 (20.3%) of them had SO, with a prevalence of 21.2% among females and 19.4% among males. Combining all the performance evaluations, the GBM-based model has the best performance, which uses age, race, and BMI as the features of the model, and its AUC values in the training and validation sets are 0.820 and 0.832, and it has good calibration, clinical utility, and robustness. In this study, the GBM-based model performed well, and an online web calculator constructed on the basis of the model was used to identify the risk of SO in the US community for those over the age of 60.",https://pubmed.ncbi.nlm.nih.gov/40632325/,journal_record,,,doi:10.1007/s40520-025-03024-5,fulltext_candidate,Expanded-search frailty intervention RCT candidate,community,nutrition;digital_home,nutrition_only,no
PubMed_existing,33583000,33583000.0,10.1007/s41999-020-00438-4,The sarcopenia and physical frailty in older people: multi-component treatment strategies (SPRINTT) project: description and feasibility of a nutrition intervention in community-dwelling older Europeans.,2021.0,European geriatric medicine,"The ""Sarcopenia and Physical Frailty in Older People: Multicomponent Treatment Strategies"" (SPRINTT) project sponsored a multi-center randomized controlled trial (RCT) with the objective to determine the effect of physical activity and nutrition intervention for prevention of mobility disability in community-dwelling frail older Europeans. We describe here the design and feasibility of the SPRINTT nutrition intervention, including techniques used by nutrition interventionists to identify those at risk of malnutrition and to carry out the nutrition intervention. SPRINTT RCT recruited older adults (≥ 70 years) from 11 European countries. Eligible participants (n = 1517) had functional limitations measured with Short Physical Performance Battery (SPPB score 3-9) and low muscle mass as determined by DXA scans, but were able to walk 400 m without assistance within 15 min. Participants were followed up for up to 3 years. The nutrition intervention was carried out mainly by individual nutrition counseling. Nutrition goals included achieving a daily protein intake of 1.0-1.2 g/kg body weight, energy intake of 25-30 kcal/kg of body weight/day, and serum vitamin D concentration ≥ 75 mmol/L. Survey on the method strategies and feasibility of the nutrition intervention was sent to all nutrition interventionists of the 16 SPRINTT study sites. Nutrition interventionists from all study sites responded to the survey. All responders found that the SPRINTT nutrition intervention was feasible for the target population, and it was well received by the majority. The identification of participants at nutritional risk was accomplished by combining information from interviews, questionnaires, clinical and laboratory data. Although the nutrition intervention was mainly carried out using individual nutritional counselling, other assisting methods were used as appropriate. The SPRINTT nutrition intervention was feasible and able to adapt flexibly to varying needs of this heterogeneous population. The procedures adopted to identify older adults at risk of malnutrition and to design the appropriate intervention may serve as a model to deliver nutrition intervention for community-dwelling older people with mobility limitations.",https://pubmed.ncbi.nlm.nih.gov/33583000/,journal_record,,,doi:10.1007/s41999-020-00438-4,fulltext_candidate,Expanded-search frailty intervention RCT candidate,community,nutrition;digital_home,nutrition_only,yes
Europe_PMC,39775747,39775747.0,10.1007/s41999-024-01133-4,Feasibility within-subject RCT of neuromuscular electrical stimulation; an Intervention to Maintain and improve neuroMuscular function during period of Immobility (IMMI).,2025.0,,"<h4>Introduction</h4>Neuromuscular electrical stimulation (NMES) is a potentially effective intervention to improve outcomes after a fragility fracture, but its feasibility in this group has not been established.<h4>Methods</h4>A feasibility study was conducted in two phases: 1) in the hospital only, and 2) hospital, rehabilitation centres, and participants' homes. Patients with fragility fracture were randomised to receive NMES for 6 weeks/discharge either to the right or left leg, with the other leg serving as control. Patients who had no mobility issues had contraindications to NMES and were unable to give consent were excluded. NMES was applied to quadriceps and tibialis anterior muscles for 30 min, 3 days/week. Sessions were progressed to achieve 60 min, 5-7 days/week. Feasibility outcomes included participant characteristics, recruitment rate, tolerability, and number of NMES sessions. Clinical outcomes included muscle strength, and ADL at six months.<h4>Results</h4>Overall, 1052 patients were identified, of whom 113 (11%) were eligible, and 29 (3%) were recruited (median Clinical Frailty Score 3, median Barthel ADL score 93/100). The recruitment rate was 0.45/week in phase 1 and 0.9/week in phase 2. Fifty-three percent achieved the target of 24 NMES sessions. However, 5/29 withdrew due to intolerance of NMES. Leg muscle strength improved in both treated and untreated legs, with marginally greater improvement observed in the tibialis anterior of treated legs.<h4>Conclusion</h4>Although it would be feasible to evaluate the specific effect of NMES in fragility fracture patients in a multi-centre trial using home-based NMES, this would be possible only in a minority of mildly frail fragility fracture patients with little premorbid disability.",https://europepmc.org/article/MED/39775747,,PMC12014770,,doi:10.1007/s41999-024-01133-4,fulltext_candidate,Expanded-search frailty intervention RCT candidate,home,resistance;digital_home,exercise_only,no
Europe_PMC,40423768,40423768.0,10.1007/s41999-025-01239-3,Frailty is associated with a history of falls among mobility-limited older adults-cross-sectional multivariate analysis from the BIOFRAIL study.,2025.0,,"<h4>Aim</h4>To identify differences in characteristics between mobility-limited older adults with a history of falls and those at risk of falling but who have not yet fallen.<h4>Findings</h4>Frailty and muscle strength were characteristics distinguishing between older adults with a history of falls and those absent of falls despite an increased risk of falling.<h4>Message</h4>Frailty should be incorporated alongside handgrip strength (HGS) and sit-to-stand (STS) tests into routine evaluations of mobility-limited older adults referred for fall assessment.<h4>Purpose</h4>We aimed to identify differences in characteristics between mobility-limited older adults with a history of falls and those at risk of falling, and to identify the parameter with the strongest predictive value on the risk of falling.<h4>Methods</h4>Data included anthropometry, HGS, 30-s and 5-reps STS tests, maximal isometric knee extensor strength, gait speed (6 m), postural balance (tandem test), and muscle mass (BIA). Frailty was assessed using the Clinical Frailty Scale (CFS) and sarcopenia was evaluated according to the European Working Group on Sarcopenia in Older People 2 (EWGSOP2) guidelines. Outcomes of falls (past year), and depression (Geriatric Depression Scale 15) were self-reported.<h4>Results</h4>Totally, 505 mobility-limited older adults (mean age 79.7 ± 6.3 years, 64.8% females) were included. Of these, 400 (79.2%) had experienced one or more falls within the past year (fallers), while 105 (20.8%) had not experienced a fall (at risk). Patients with experienced falls were more likely to feel depressed, had reduced handgrip strength, and reduced performance in both STS tests compared to those who had not fallen. Frailty was the strongest individual parameter associated with a history of prior falls, even after adjusting for covariates such as depression and 30-s STS (aOR 3.80; 95% CI 1.70-8.50).<h4>Conclusions</h4>Present study identified frailty as a key factor independently associated with a history of falls in this population. Additionally, handgrip strength and STS performance were key characteristics distinguishing between older adults with a history of falls within the past 12 months and those at risk of falling.<h4>Trial registration</h4>NCT05795556.",https://europepmc.org/article/MED/40423768,,PMC12378287,,doi:10.1007/s41999-025-01239-3,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,resistance;balance,exercise_only,no
Europe_PMC,40526339,40526339.0,10.1007/s41999-025-01247-3,Development and validation of a predictive nomogram for frailty based on thyroid function in older adults.,2025.0,,"<h4>Introduction</h4>This study aimed to develop and validate a frailty prediction model incorporating thyroid hormone levels in older adults with normal thyroid function.<h4>Methods</h4>A total of 767 participants aged ≥ 65 years (566 males, 73.8%) were enrolled between December 2019 and December 2023. Participants were randomly assigned to training (n = 546) and internal validation (n = 235) sets; an external validation cohort was recruited between December 2023 and December 2024. Frailty was assessed using the FRAIL scale. Predictors were selected through LASSO and logistic regression analyses, and a nomogram was constructed for clinical application.<h4>Results</h4>A total of 767 patients were included, with a median age of 81 years. Of these, 205 individuals (26.7%) were classified into the frailty group. The restricted cubic spline plot showed a negative correlation between the FT3/FT4 and frailty after adjusting for multiple confounding factors. Five predictors, age, polypharmacy, MNA.SF score, grip, and FT3/FT4 were incorporated to establish the model. The model performed well achieving AUC values of 0.92 and 0.80 in the development and external validation datasets, respectively. The Calibration curves and DCA results suggested that the model possesses satisfactory predictive performance.<h4>Conclusions</h4>We developed a clinically applicable model to predict frailty in older adults with normal thyroid function, highlighting the relevance of thyroid hormone status in frailty risk assessment.",https://europepmc.org/article/MED/40526339,,PMC12528339,,doi:10.1007/s41999-025-01247-3,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,digital_home,digital_home_unclear_intervention,no
Europe_PMC,40665144,40665144.0,10.1007/s41999-025-01266-0,Lifestyle interventions and medication burden in older adults: insights from the Lifestyle Intervention and Independence for Elders (LIFE) and the Sarcopenia and Physical fRailty iN older people: multi-componenT Treatment strategies (SPRINTT) trials.,2025.0,,"<h4>Purpose</h4>Polypharmacy is a growing public health problem and implementing strategies to reduce its prevalence is considered a research and clinical priority. Healthy lifestyle impacts the onset and progression of chronic conditions. Yet, there is limited understanding of how this effect influences medication use. The aim of the study was to assess the impact of lifestyle interventions on use of medications for treatment of common chronic conditions.<h4>Methods</h4>We performed a secondary analyses from two randomized clinical trials: the Lifestyle Interventions and Independence for Elders Study (LIFE) and the Sarcopenia and Physical fRailty IN older people: multi-componenT Treatment strategies (SPRINTT) trials. LIFE study enrolled community-dwelling men and women aged 70 to 89 years old who were physically inactive and had reduced physical function recruited in eight centers in the United States. SPRINTT enrolled community-dwelling men and women aged 70 years or older with physical frailty and sarcopenia recruited in 16 clinical sites in Europe. Active intervention groups consisted of a physical activity program in LIFE and a multicomponent intervention based on physical activity with technological support and nutritional counselling/dietary intervention in SPRINTT. The main outcome measure was the change in cardiovascular, diabetes, mood and anxiety, and chronic pain medication use as measured by daily dose per day (DDD/day).<h4>Results</h4>A total of 1519 LIFE participants (752 intervention vs 767 control group, mean age 78.9 years; 67.3% women) and 1,208 SPRINTT participants (602 intervention vs 606 control group, mean age 78.8 years; 72.8% women) were evaluated. For both studies, no significant difference was observed in the median number of DDDs at baseline and follow-up assessments for any of the medication classes considered. Longitudinal analysis performed using linear mixed models revealed no significant association between DDDs/day and lifestyle interventions, with the only exception of an increase in DDD/day of pain medications in the intervention group of SPRINTT (β = 0.16; CI 0.06-0.26 at 6 months; β = 0.12; CI 0.01-0.22 at 12 months; β = 0.12; CI 0.01-0.22 at 18 months).<h4>Conclusion</h4>Lifestyle interventions did not significantly impact on burden of medications used to treat chronic conditions in frail older adults. This finding does not undermine the beneficial effects of these interventions on health outcomes, but highlights the need for specifically designed trials to determine their effect on reducing polypharmacy.<h4>Trial registration</h4>ClinicalTrials.gov NCT01072500 (LIFE) and NCT02582138 (SPRINTT).",https://europepmc.org/article/MED/40665144,,,,doi:10.1007/s41999-025-01266-0,fulltext_candidate,Expanded-search frailty intervention RCT candidate,community,nutrition;multidomain,multidomain,no
PubMed_existing,38762187,38762187.0,10.1016/j.ajcnut.2024.05.009,"The effects of whey, pea, and collagen protein supplementation beyond the recommended dietary allowance on integrated myofibrillar protein synthetic rates in older males: a randomized controlled trial.",2024.0,The American journal of clinical nutrition,"Skeletal muscle mass is determined predominantly by feeding-induced and activity-induced fluctuations in muscle protein synthesis (MPS). Older individuals display a diminished MPS response to protein ingestion, referred to as age-related anabolic resistance, which contributes to the progression of age-related muscle loss known as sarcopenia. We aimed to determine the impact of consuming higher-quality compared with lower-quality protein supplements above the recommended dietary allowance (RDA) on integrated MPS rates. We hypothesized that increasing total protein intake above the RDA, regardless of the source, would support higher integrated rates of myofibrillar protein synthesis. Thirty-one healthy older males (72 ± 4 y) consumed a controlled diet with protein intake set at the RDA: control phase (days 1-7). In a double-blind, randomized controlled fashion, participants were assigned to consume an additional 50 g (2 × 25g) of whey (n = 10), pea (n = 11), or collagen (n = 10) protein each day (25 g at breakfast and lunch) during the supplemental phase (days 8-15). Deuterated water ingestion and muscle biopsies assessed integrated MPS and acute anabolic signaling. Postprandial blood samples were collected to determine feeding-induced aminoacidemia. Integrated MPS was increased during supplemental with whey (1.59 ± 0.11 %/d; P < 0.001) and pea (1.59 ± 0.14 %/d; P < 0.001) when compared with RDA (1.46 ± 0.09 %/d for the whey group; 1.46 ± 0.10 %/d for the pea group); however, it remained unchanged with collagen. Supplemental protein was sufficient to overcome anabolic signaling deficits (mTORC1 and rpS6), corroborating the greater postprandial aminoacidemia. Our findings demonstrate that supplemental protein provided at breakfast and lunch over the current RDA enhanced anabolic signaling and integrated MPS in older males; however, the source of additional protein may be an important consideration in overcoming age-related anabolic resistance. This trial was registered clinicaltrials.gov as NCT04026607.",https://pubmed.ncbi.nlm.nih.gov/38762187/,journal_record,,,doi:10.1016/j.ajcnut.2024.05.009,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,resistance;nutrition,exercise_plus_nutrition,no
PubMed_existing,19682668,19682668.0,10.1016/j.amjmed.2009.04.016,Inflammation and thrombosis biomarkers and incident frailty in postmenopausal women.,2009.0,The American journal of medicine,"The immune and blood coagulation systems have been implicated in the pathophysiology of the geriatric syndrome of frailty, but limited prospective data examining the relationship of clotting/inflammation biomarkers to risk of incident frailty exist. This prospective analysis was derived from a nested case-control study within the Women's Health Initiative. Among women 65 to 79 years free of frailty at enrollment, we randomly selected 900 incident cases from those developing frailty within 3 years; 900 non-frail controls were individually matched on age, ethnicity, and blood collection date. Biomarkers assessed for risk of incident frailty included fibrinogen, factor VIII, D-dimer, C-reactive protein, interleukin-6, and tissue plasminogen activator (t-PA). When examined by quartiles in multivariable adjusted models, higher D-dimer and t-PA levels were each associated with increased risk of frailty (P trend = .04). Relative to the lowest quartile, the odds ratios for frailty compared with the upper quartile were 1.52 (95% confidence interval, 1.05-2.22) for t-PA and 1.57 (95% confidence interval, 1.11-2.22) for D-dimer. For women having high t-PA and high D-dimer compared with women having lower levels of both biomarkers, the odds of frailty was 2.20 (1.29-3.75). There was little evidence for association between coagulation factor VIII, fibrinogen, C-reactive protein, or interleukin-6 levels and incident frailty. This prospective analysis supports the role of markers of fibrin turnover and fibrinolysis as independent predictors of incident frailty in postmenopausal women.",https://pubmed.ncbi.nlm.nih.gov/19682668/,journal_record,,,doi:10.1016/j.amjmed.2009.04.016,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,nutrition,nutrition_only,no
PubMed_existing,26159634,26159634.0,10.1016/j.amjmed.2015.06.017,"Nutritional, Physical, Cognitive, and Combination Interventions and Frailty Reversal Among Older Adults: A Randomized Controlled Trial.",2015.0,The American journal of medicine,"It is important to establish whether frailty among older individuals is reversible with nutritional, physical, or cognitive interventions, singly or in combination. We compared the effects of 6-month-duration interventions with nutritional supplementation, physical training, cognitive training, and combination treatment vs control in reducing frailty among community-dwelling prefrail and frail older persons. We conducted a parallel group, randomized controlled trial in community-living prefrail and frail old adults in Singapore. The participants' mean age was 70.0 years, and 61.4% (n = 151) were female. Five different 6-month interventions included nutritional supplementation (n = 49), cognitive training (n = 50), physical training (n = 48), combination treatment (n = 49), and usual care control (n = 50). Frailty score, body mass index, knee extension strength, gait speed, energy/vitality, and physical activity levels and secondary outcomes (activities of daily living dependency, hospitalization, and falls) were assessed at 0 months, 3 months, 6 months, and 12 months. Frailty score and status over 12 months were reduced in all groups, including control (15%), but were significantly higher (35.6% to 47.8%) in the nutritional (odds ratio [OR] 2.98), cognition (OR 2.89), and physical (OR 4.05) and combination (OR 5.00) intervention groups. Beneficial effects were observed at 3 months and 6 months, and persisted at 12 months. Improvements in physical frailty domains (associated with interventions) were most evident for knee strength (physical, cognitive, and combination treatment), physical activity (nutritional intervention), gait speed (physical intervention), and energy (combination intervention). There were no major differences with respect to the small numbers of secondary outcomes. Physical, nutritional, and cognitive interventional approaches were effective in reversing frailty among community-living older persons.",https://pubmed.ncbi.nlm.nih.gov/26159634/,journal_record,,,doi:10.1016/j.amjmed.2015.06.017,fulltext_candidate,Expanded-search frailty intervention RCT candidate,community,nutrition;digital_home,nutrition_only,yes
PubMed_existing,29969614,29969614.0,10.1016/j.amjmed.2018.06.002,Associations of Multidomain Lifestyle Intervention with Frailty: Secondary Analysis of a Randomized Controlled Trial.,2018.0,The American journal of medicine,"The objective of this study was to investigate whether a long-term multidomain lifestyle intervention was associated with the severity and incidence of frailty in older adults. A 3-year randomized controlled trial was conducted among 1637 French community dwellers age ≥70: 821 controls and 816 who received a multidomain lifestyle intervention (cognitive training, nutrition counseling, and advice on physical activity). The intervention involved 12 2-hour sessions (in the first 2 months) followed by a 1-hour session each month until the study end. Controls received the usual care but did not receive any personalized lifestyle intervention. A frailty index (FI; range = 0-1, higher is worse) composed of 32 items was calculated at baseline, 6 months, 1 year, 2 years, and 3 years and constituted our main endpoint. FI ≥ 0.25 defined frailty. The 4 outcomes were severity of frailty (continuous FI score), incident frailty, incidence of persistent frailty (frailty at 2 consecutive time points), and reversibility of frailty (from frailty to nonfrailty). Mixed-effect linear regression did not find a significant effect of the multidomain intervention on FI score. Frailty incidence occurred in 241 of 1146 subjects (138 controls and 103 in the multidomain group), whereas incidence of persistent frailty occurred in 75 of 1042 subjects (48 controls and 27 in the multidomain group). Cox models adjusted for baseline FI scores showed that compared with controls, subjects in the multidomain group had a decreased risk of developing both frailty (hazard ratio 0.72; 95% confidence interval, 0.55-0.93) and persistent frailty (hazard ratio 0.53; 95% confidence interval, 0.33-0.85). This multidomain lifestyle intervention was associated with a reduced risk of developing frailty but did not affect the severity of frailty in community-dwelling older adults.",https://pubmed.ncbi.nlm.nih.gov/29969614/,journal_record,,,doi:10.1016/j.amjmed.2018.06.002,fulltext_candidate,Expanded-search frailty intervention RCT candidate,community,nutrition;multidomain,multidomain,no
PubMed_existing,33228950,33228950.0,10.1016/j.amjmed.2020.09.019,Randomized Comparison of Exercise Intervention Versus Usual Care in Older Adult Patients with Frailty After Acute Myocardial Infarction.,2021.0,The American journal of medicine,"Older adult patients with frailty are rarely involved in rehabilitation programs after myocardial infarction. Our aim was to investigate the benefits of exercise intervention in these patients. A total of 150 survivors after acute myocardial infarction, ≥70 years and with pre-frailty or frailty (Fried scale ≥1 points), were randomized to control (n = 77) or intervention (n = 73) groups. The intervention consisted of a 3-month exercise program, under physiotherapist supervision, followed by an independent home-based program. The main outcome was frailty (Fried scale) at 3 months and 1 year. Secondary endpoints were clinical events (mortality or any readmission) at 1 year. Mean age was 80 years (range = 70-96). In the intervention group, 44 (60%) out of 73 patients participated in the program and 23 (32%) completed it. Overall, there was a decrease in the Fried score in the intervention group at 3 months, with no effect at 1 year. However, in the intention-to-treat analysis, such change did not achieve statistical significance (P = 0.110). Only treatment comparisons made among the subgroups that participated in (P = 0.033) and completed (P = 0.018) the program achieved statistical significance. There were no differences in clinical events. Worse Fried score trajectory along follow-up increased mortality risk (hazard ratio [HR] = 2.38, 95% confidence interval [CI] 1.24-4.55, P = 0.009) CONCLUSIONS: Recruitment and retention for a physical program in older adult patients with frailty after myocardial infarction was challenging. Frailty status improved in the subgroup that participated in the program, although this benefit was attenuated after shifting to a home-based program. A better frailty trajectory might influence midterm prognosis. (ClinicalTrials.govNCT02715453).",https://pubmed.ncbi.nlm.nih.gov/33228950/,journal_record,,,doi:10.1016/j.amjmed.2020.09.019,fulltext_candidate,Expanded-search frailty intervention RCT candidate,home,multicomponent_exercise;digital_home,multicomponent_exercise,no
PubMed_existing,31005551,31005551.0,10.1016/j.annepidem.2019.03.008,Factors associated with changes of the frailty status after age 70: Findings in the MAPT study.,2019.0,Annals of epidemiology,"Frailty has become a major issue in the prevention of functional decline and disability in aged populations. Using repeated measurements of frailty over 3 years, this work aimed to describe transitions between frailty states and associated factors. This study used the data from the Multidomain Alzheimer Preventive Trial and included the 842 participants aged 70 and over who did not receive the multidomain intervention. Frailty was assessed using the phenotype proposed by Fried et al. at baseline and at 6, 12, 24, and 36 months. Factors influencing the transitions across frailty states were examined using multistate modeling. The study population included 548 women and 294 men, mean age 75.4 ± 4.5 years. At baseline, 430 (53%) participants were nonfrail, 349 (43%) prefrail, and 28 (4%) frail. A total of 2271 pairs of consecutive measurements of frailty status were available over the 3 years of follow-up, with no change in frailty status in 1548 of them (68%), a worsening of frailty status in 426 of them (19%), and an improvement in frailty status in the remaining 297 (13%). Polypharmacy (i.e., ≥6 drugs) and probable depression were associated with incident prefrailty. Female gender was systematically associated with a lower probability of recovering from prefrailty and frailty. Older age, overweight, comorbidity, and abnormal C-reactive protein also reduced the probability of recovery from frailty or prefrailty. This study sheds light on factors that should be further investigated in future research to help the prevention and management of frailty.",https://pubmed.ncbi.nlm.nih.gov/31005551/,journal_record,,,doi:10.1016/j.annepidem.2019.03.008,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,nutrition;multidomain,multidomain,no
PubMed_existing,15241748,15241748.0,10.1016/j.apmr.2003.10.021,A prehabilitation program for the prevention of functional decline: effect on higher-level physical function.,2004.0,Archives of physical medicine and rehabilitation,"To determine whether a home-based physical therapy (PT) program prevented decline in several higher-level measures of physical function among physically frail, community-living older persons. Randomized controlled trial. General community. Persons (N=188) who were physically frail and aged 75 years or older. A home-based PT program (ie, prehabilitation) that focused primarily on improving underlying impairments in physical capabilities. Self-reported instrumental activities of daily living (IADLs); mobility, as determined by a modified version of the Performance Oriented Mobility Assessment; timed rapid gait and timed chair stands; and integrated physical performance, as determined by a modified version of the Physical Performance Test, were assessed at baseline, 7 months, and 12 months. As compared with participants in the educational control group, participants in the intervention group had reductions in IADL disability of 17.7% at 7 months (P=.036) and 12.0% at 12 months (P=.143) and had gains, ranging from 7.2% to 15.6%, in mobility and integrated physical performance at 7 and 12 months. Our home-based prehabilitation program offered modest but consistent benefits for the prevention of decline in several higher-level measures of physical function.",https://pubmed.ncbi.nlm.nih.gov/15241748/,journal_record,,,doi:10.1016/j.apmr.2003.10.021,fulltext_candidate,Expanded-search frailty intervention RCT candidate,community,digital_home,digital_home_unclear_intervention,yes
PubMed_existing,15468016,15468016.0,10.1016/j.apmr.2004.01.020,The influence of Tai Chi training on the center of pressure trajectory during gait initiation in older adults.,2004.0,Archives of physical medicine and rehabilitation,"To determine if a program of intense Tai Chi exercise that has been shown to reduce the risk of falling in older adults improves postural control by altering the center of pressure (COP) trajectory during gait initiation. Before-after trial. Biomechanics research laboratory. Twenty-eight older adults transitioning to frailty who participated in either a 48-week intervention of intense Tai Chi training or a wellness education (WE) program. Eight Tai Chi forms emphasizing trunk rotation, weight shifting, coordination, and narrowing of lower-extremity stance were taught twice weekly. WE program participants met once a week and received lectures focused on health. Main outcome measures The COP was recorded during gait initiation both before and after the 48-week intervention by using a forceplate sampling at 300 Hz. The COP trajectory was divided into 3 periods (S1, S2, S3) by identifying 2 landmark events. Displacement and average velocity of the COP trace in the anteroposterior (x) and mediolateral (y) directions, as well as smoothness, were calculated. Tai Chi training increased the posterior displacement of the COP during S1 and improved the smoothness of the COP during S2. Tai Chi improved the mechanism by which forward momentum is generated and improved coordination during gait initiation, suggesting improvements in postural control.",https://pubmed.ncbi.nlm.nih.gov/15468016/,journal_record,,,doi:10.1016/j.apmr.2004.01.020,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,mind_body,mind_body,no
Crossref,10.1016/j.apmr.2006.04.005,,10.1016/j.apmr.2006.04.005,Effects of Exercise Programs on Falls and Mobility in Frail and Pre-Frail Older Adults: A Multicenter Randomized Controlled Trial,2006.0,Archives of Physical Medicine and Rehabilitation,,https://doi.org/10.1016/j.apmr.2006.04.005,journal-article,,,doi:10.1016/j.apmr.2006.04.005,fulltext_candidate,Expanded-search frailty intervention RCT candidate,unclear,multicomponent_exercise,multicomponent_exercise,yes
